selling_price,km_driven,age,make,model,Petrol,Manual
6.75,55000,6,VOLKSWAGEN,POLO 1.2,1,1
7.6,50000,5,MARUTI,BALENO ZETA,0,1
2,30000,9,MARUTI,ALTO 800,1,1
4,51171,6,TATA,TIAGO 1.05,0,1
4.2,35000,8,TOYOTA,ETIOS LIVA,1,1
2.5,70670,10,HYUNDAI,EON D,1,1
9,5000,3,MARUTI,CIAZ DELTA,0,1
18.9,30000,7,AUDI,A4 30,1,0
6,10000,4,HYUNDAI,I20 MAGNA,1,1
3.95,75000,6,MARUTI,SWIFT DZIRE,0,1
9.5,20000,4,SKODA,RAPID 1.6,1,0
11.75,60500,10,MERCEDES-BENZ,C-CLASS C,0,0
3.4,78000,13,HONDA,CITY 1.5,1,1
16,32000,11,BMW,5 SERIES,0,0
5.85,50000,6,HYUNDAI,I20 2015-2017,1,1
2.2,25000,13,HYUNDAI,I10 MAGNA,1,1
11.5,25000,5,MAHINDRA,MARAZZO M4,0,1
9.5,34533,5,MARUTI,VITARA BREZZA,0,0
10.95,46000,10,BMW,3 SERIES,0,0
20.9025,44247,7,AUDI,Q3 35,0,0
4.25,45000,9,HYUNDAI,I10 SPORTZ,1,1
5.5,90000,7,HONDA,MOBILIO S,1,1
6.35,73000,9,RENAULT,DUSTER 110PS,0,1
4.99,71000,7,MARUTI,CELERIO ZDI,0,1
5,25000,4,MARUTI,SWIFT LXI,1,1
10,61348,8,SKODA,OCTAVIA ELEGANCE,0,0
5,78000,10,HONDA,AMAZE VX,1,0
11.5,33000,5,HYUNDAI,VERNA SX,1,1
7,80000,6,HONDA,WR-V EXCLUSIVE,1,1
5.5,40000,9,MARUTI,SWIFT DZIRE,0,1
9.3,50000,6,HYUNDAI,CRETA 1.6,1,1
9.75,7121,4,VOLKSWAGEN,POLO 2015-2019,1,0
8,40000,8,MARUTI,CIAZ ZDI,0,1
20.25,45000,6,TOYOTA,INNOVA CRYSTA,0,1
7.8,67000,7,MARUTI,VITARA BREZZA,0,1
1.89,68785,10,CHEVROLET,BEAT DIESEL,0,1
1.1,65000,13,MARUTI,WAGON R,1,1
3.9,57501,12,HYUNDAI,VERNA 1.6,0,1
7.49,105000,11,TOYOTA,INNOVA 2.5,0,1
4,50000,9,VOLKSWAGEN,POLO 1.5,0,1
6,140000,9,MAHINDRA,BOLERO 2011-2019,0,1
7.5,18000,6,HYUNDAI,I20 1.2,1,1
3.9,65000,10,MAHINDRA,BOLERO 2011-2019,0,1
2.72,160000,10,TATA,SUMO GOLD,0,1
5.3,60000,7,MARUTI,SWIFT DZIRE,0,1
3.6,120000,11,MARUTI,SWIFT LDI,0,1
6.9,56000,8,HONDA,CITY I,0,1
6.75,47000,8,HYUNDAI,I20 ACTIVE,0,1
3.5,40000,7,HYUNDAI,I10 SPORTZ,1,1
3.75,64000,13,HYUNDAI,I20 1.2,1,1
6,5000,4,MARUTI,SWIFT VXI,1,1
2.55,50169,11,HYUNDAI,EON D,1,1
9.95,66000,11,BMW,3 SERIES,0,0
8,20000,8,HONDA,CITY I,1,0
3.39,50000,8,HONDA,BRIO S,1,1
11.99,21000,4,HYUNDAI,VENUE SX,1,0
2.35,75000,11,NISSAN,MICRA XL,1,1
9,25000,6,TOYOTA,COROLLA ALTIS,1,0
11.35,35000,7,MAHINDRA,XUV500 W10,0,1
5.9,49000,10,VOLKSWAGEN,VENTO 1.6,1,1
1.1,174000,14,CHEVROLET,AVEO U-VA,1,1
20.9025,58000,11,MERCEDES-BENZ,S-CLASS S,0,0
8.6,40000,5,FORD,ECOSPORT 2015-2021,1,1
1.5,53000,11,CHEVROLET,BEAT DIESEL,0,1
4.75,28960,6,MARUTI,CELERIO ZXI,1,0
3.5,80000,10,VOLKSWAGEN,VENTO PETROL,1,1
9.5,30000,5,MARUTI,VITARA BREZZA,0,1
12,50000,5,HYUNDAI,CRETA 1.6,0,1
12.85,51524,6,MAHINDRA,XUV500 W10,0,1
5,110000,10,TATA,SAFARI STORME,0,1
7.9,40000,6,MARUTI,BALENO ALPHA,1,1
7.1,59000,6,MARUTI,CIAZ AT,1,0
6.75,88694,7,NISSAN,TERRANO XL,0,1
9.45,22506,5,FORD,ECOSPORT 2015-2021,1,1
7.25,40125,7,HYUNDAI,VERNA 1.6,1,1
4.45,59000,9,HONDA,BRIO S,1,1
4.5,35000,5,HYUNDAI,GRAND I10,1,1
4.6,10000,4,HYUNDAI,SANTRO SPORTZ,1,1
6,25000,13,HONDA,CITY 1.5,1,0
7.5,79224,6,MARUTI,SWIFT DZIRE,0,0
1.3,157000,7,TATA,INDICA LX,0,1
6.49,15918,5,HYUNDAI,GRAND I10,1,0
6.25,80730,8,HYUNDAI,VERNA 1.6,0,1
4,70000,10,SKODA,RAPID 1.6,0,1
4.45,67362,8,FORD,FIGO DIESEL,0,1
2,145000,12,VOLKSWAGEN,VENTO DIESEL,0,1
3.75,30000,11,HONDA,BRIO S,1,1
4.5,113000,11,HYUNDAI,I20 1.4,0,1
9,110000,8,MAHINDRA,SCORPIO 1.99,0,1
3.85,12000,6,RENAULT,KWID CLIMBER,1,1
3.45,51000,10,FORD,FIGO DIESEL,0,1
2.99,31243,5,MARUTI,ALTO 800,0,1
7,20000,3,HYUNDAI,I20 SPORTZ,1,0
20.9025,25000,6,VOLKSWAGEN,TIGUAN 2.0,0,0
5.3,35000,8,MARUTI,SWIFT DZIRE,1,1
1.85,70000,13,HYUNDAI,I10 MAGNA,1,1
5.8,18000,5,MARUTI,SWIFT VXI,1,1
5.45,35505,5,TATA,TIAGO 1.2,1,1
20.9025,38000,8,MERCEDES-BENZ,C-CLASS C,0,0
20.9025,17272,7,LEXUS,RX 450H,1,0
7,60000,7,HYUNDAI,I20 2015-2017,0,1
14,160000,8,TOYOTA,INNOVA 2.5,0,1
1.35,70000,13,MARUTI,ALTO LX,1,1
5.89,64984,7,HONDA,MOBILIO V,1,1
2.3,90000,11,MARUTI,ALTO K10,1,1
0.7,25000,11,TATA,NANO CX,1,1
1.75,56000,17,MARUTI,ALTO LXI,1,1
8.25,95000,10,MAHINDRA,XUV500 W8,0,1
3.2,46000,9,HYUNDAI,GRAND I10,0,1
7.5,90000,6,MARUTI,SWIFT DZIRE,1,0
2.7,18628,5,DATSUN,REDIGO AMT,1,0
12,30000,5,HYUNDAI,VERNA CRDI,0,0
2.25,60000,14,TATA,SUMO GX,0,1
1.5,75000,13,TATA,INDIGO GLX,1,1
8.25,5000,7,MAHINDRA,THAR CRDE,0,1
3.95,92707,8,HONDA,AMAZE S,0,1
4.25,78000,9,FORD,ECOSPORT 1.5,0,1
8.5,40000,5,MAHINDRA,THAR CRDE,0,1
2,5000,13,MAHINDRA,RENAULT LOGAN,1,1
6.5,15787,4,HONDA,AMAZE SX,1,1
6.25,68532,8,MARUTI,ERTIGA VXI,0,1
5.91,56664,9,HONDA,CITY I-DTEC,0,1
1.65,10000,11,HYUNDAI,EON MAGNA,1,1
2.05,100000,10,MARUTI,RITZ LDI,0,1
20.9025,29000,3,TOYOTA,FORTUNER 2016-2021,0,0
12.5,112000,6,MAHINDRA,XUV500 R,0,1
5.5,179000,9,RENAULT,DUSTER 110PS,0,1
1,70000,17,MARUTI,ALTO LX,1,1
1.5,30000,13,FIAT,GRANDE PUNTO,1,1
20.9025,31000,4,TOYOTA,INNOVA CRYSTA,0,1
2.85,67700,9,FORD,FIGO DIESEL,0,1
5,69200,9,NISSAN,TERRANO XL,0,1
1.68,120000,14,TATA,SUMO LX,0,1
1.35,25000,7,TATA,NANO XT,1,1
4.2,77590,12,HYUNDAI,I20 1.4,0,1
9.4,54000,6,HONDA,CITY I,1,0
9,45000,5,MAHINDRA,THAR CRDE,0,1
3.6,68600,11,MARUTI,SWIFT DZIRE,0,1
7.45,47000,6,MARUTI,CIAZ ZDI,0,1
4.75,33033,6,HONDA,AMAZE S,1,1
8.25,12000,4,HONDA,JAZZ 1.2,1,1
3.25,50000,10,MAHINDRA,E2O PREMIUM,0,0
10.1,19023,5,HONDA,JAZZ 1.5,0,1
19.5,70000,12,BMW,7 SERIES,0,0
4.49,29000,9,MARUTI,CELERIO VXI,1,0
20.9025,24000,6,BMW,5 SERIES,0,0
20.9025,43000,10,BMW,5 SERIES,0,0
11.5,163000,8,TOYOTA,INNOVA 2.5,0,1
7.25,69919,7,MARUTI,VITARA BREZZA,0,1
6.99,32555,7,VOLKSWAGEN,POLO 2015-2019,1,0
11.25,22000,5,HYUNDAI,ELANTRA 2.0,1,1
1.75,90000,15,TATA,INDIGO LS,0,1
6,50000,6,TATA,SUMO GOLD,0,1
8,100000,8,MAHINDRA,SCORPIO S2,0,1
11.79,172000,8,TOYOTA,INNOVA 2.5,0,1
8.49,29000,5,HONDA,CITY V,1,1
4.5,56214,7,HONDA,JAZZ S,0,1
6,70650,6,HYUNDAI,I20 1.2,1,1
6.5,90000,5,HYUNDAI,I20 DIESEL,0,1
20.25,57001,7,BMW,3 SERIES,0,0
20.9025,25000,5,MERCEDES-BENZ,GLA CLASS,1,0
2.9,54000,11,MARUTI,WAGON R,1,1
1.8,100000,13,MARUTI,ALTO LX,1,1
5,8000,4,HYUNDAI,SANTRO SPORTZ,1,1
3.89,84383,11,MARUTI,SX4 VXI,1,1
3.78,73625,12,MAHINDRA,BOLERO SLE,0,1
5.95,44121,7,VOLKSWAGEN,AMEO 1.2,1,1
8.5,40000,12,MERCEDES-BENZ,C-CLASS C,1,0
9.5,90000,11,HYUNDAI,ELANTRA CRDI,0,1
5.9,62131,7,FORD,ECOSPORT 2015-2021,0,1
8.5,23441,4,VOLKSWAGEN,POLO 1.5,0,1
2.65,60000,9,HYUNDAI,EON D,1,1
4.5,23521,7,MAHINDRA,KUV 100,1,1
8,55375,8,FORD,ECOSPORT TDCI,0,1
19.5,37000,5,TOYOTA,INNOVA CRYSTA,0,0
1.66,77576,16,FIAT,PALIO STILE,0,1
3,27123,9,HYUNDAI,I10 SPORTZ,1,1
4.95,29000,8,HYUNDAI,GRAND I10,1,1
5,40000,9,HYUNDAI,GRAND I10,1,1
6.2,16000,5,MARUTI,SWIFT AMT,1,0
2.7,20000,9,MARUTI,ALTO K10,1,1
8,40000,8,MARUTI,ERTIGA SHVS,0,1
5.85,127000,8,MARUTI,SWIFT DDIS,0,1
4,100000,7,HYUNDAI,XCENT 1.1,0,1
2.5,110000,11,MARUTI,RITZ VDI,0,1
9.35,46000,7,HYUNDAI,ELANTRA CRDI,0,0
6.3,50000,4,MARUTI,SWIFT DZIRE,1,1
5.6,87500,9,MARUTI,SWIFT DZIRE,0,1
8.25,120456,11,MAHINDRA,XUV500 W8,0,1
5,65000,10,HONDA,CITY 1.5,1,1
18.5,33000,11,AUDI,A6 2.0,0,0
6.25,49000,7,MARUTI,CIAZ ZDI,0,1
2.7,83677,10,HYUNDAI,I10 MAGNA,1,1
5.85,43290,8,MARUTI,SWIFT DZIRE,1,1
4.6,44000,9,HYUNDAI,I20 2015-2017,0,1
7.5,25000,7,MARUTI,ERTIGA SHVS,0,1
5.5,35000,6,HYUNDAI,I20 2015-2017,1,1
3.9,66000,10,VOLKSWAGEN,VENTO 1.5,0,1
7,75000,8,HYUNDAI,VERNA 1.6,1,0
18.75,34000,8,MINI,COOPER COOPER,0,0
4.35,76400,8,MARUTI,CELERIO VXI,1,0
2.9,51132,17,MARUTI,SWIFT 1.3,1,1
2.75,85000,14,HYUNDAI,I20 ASTA,1,1
1.7,100000,13,MARUTI,ZEN ESTILO,1,1
10.45,57000,12,MERCEDES-BENZ,E-CLASS E250,0,0
4.1,8200,3,MARUTI,EECO 5,1,1
4.35,74508,11,HYUNDAI,I20 2015-2017,0,1
2.75,40000,9,NISSAN,MICRA ACTIVE,1,1
11,58272,9,HYUNDAI,SANTA FE,0,1
19.95,36000,6,TOYOTA,INNOVA CRYSTA,0,0
12,5925,5,HONDA,CITY VX,1,1
4.65,79000,11,MARUTI,SX4 ZDI,0,1
20.9025,80000,8,JAGUAR,XF 2.2,0,0
11.4,33000,6,HYUNDAI,CRETA 1.6,1,1
3,120000,11,TATA,SUMO LX,0,1
2.25,77838,11,CHEVROLET,BEAT DIESEL,0,1
8.95,3919,5,HONDA,AMAZE V,0,0
4.5,110000,12,TOYOTA,ETIOS LIVA,1,1
5.25,11300,6,TATA,TIAGO 1.2,1,0
9.72,26193,5,VOLKSWAGEN,POLO GT,1,0
3.85,65000,10,VOLKSWAGEN,VENTO DIESEL,0,1
4.9,25000,5,HYUNDAI,GRAND I10,1,1
4.5,120000,6,HYUNDAI,XCENT 1.2,0,1
5.8,82911,9,HONDA,CITY I,0,1
3.25,65000,13,HONDA,CITY 1.5,1,1
3.75,78000,11,SKODA,RAPID 1.6,0,1
5.69,90000,8,FORD,FIESTA 1.5,0,1
15,22000,4,TATA,HARRIER XZ,0,1
10.5,43000,7,HYUNDAI,CRETA 1.6,1,0
2.6,78000,15,HYUNDAI,I10 ERA,1,1
6.6,60000,6,HYUNDAI,I20 ACTIVE,1,1
9.4,15500,4,HYUNDAI,I20 ASTA,0,1
6.5,120000,13,TOYOTA,INNOVA 2.5,0,1
4.75,37000,8,HONDA,AMAZE SX,1,1
5.75,120000,8,HONDA,MOBILIO V,0,1
3.75,120000,11,VOLKSWAGEN,VENTO DIESEL,0,1
2.25,100000,12,CHEVROLET,BEAT LT,1,1
3.75,64000,10,HONDA,AMAZE S,0,1
6,11000,4,MARUTI,SWIFT DZIRE,1,1
12,52000,10,MERCEDES-BENZ,CLS 250,0,0
14.5,6200,4,NISSAN,KICKS XV,0,1
8,41000,5,HONDA,CITY I-VTEC,1,1
2,71000,13,TATA,MANZA AQUA,0,1
17,57000,7,TOYOTA,INNOVA CRYSTA,0,0
4.25,77000,10,SKODA,RAPID 1.5,0,1
12.85,38672,10,AUDI,A4 NEW,0,0
15.75,30000,6,MAHINDRA,XUV500 W10,0,1
17.45,107000,7,TOYOTA,INNOVA CRYSTA,0,1
3.5,60000,15,HONDA,CIVIC 1.8,1,1
2,78500,13,HYUNDAI,I20 1.4,0,1
1.35,90000,13,MARUTI,A STAR,1,1
4.3,43652,7,FORD,ASPIRE 1.2,1,1
7.8,120000,11,TOYOTA,INNOVA 2.5,0,1
4.8,96000,9,MARUTI,SWIFT VDI,0,1
2.35,70000,14,HYUNDAI,I10 SPORTZ,1,0
4.25,23000,7,VOLKSWAGEN,AMEO 1.2,1,1
3.15,126000,11,MARUTI,SWIFT VXI,1,1
8,80000,10,HYUNDAI,VERNA 1.6,0,1
11.5,53000,11,BMW,X1 SDRIVE20D,0,0
3.65,33500,7,HYUNDAI,GRAND I10,0,1
8.4,30646,6,HONDA,BRV I-VTEC,1,1
3.5,56050,10,NISSAN,SUNNY DIESEL,0,1
9,120000,8,MAHINDRA,SCORPIO 1.99,0,1
5.05,68000,9,HONDA,CITY I,0,1
9,66000,7,TATA,SAFARI STORME,0,1
2,110000,14,HYUNDAI,SANTRO XING,0,1
4.1,119621,8,HONDA,AMAZE SX,0,1
20.9025,19500,8,MERCEDES-BENZ,S-CLASS S,0,0
5.95,46000,9,MARUTI,ERTIGA ZXI,1,1
6.8,30000,5,FORD,FREESTYLE TITANIUM,1,1
1.85,35000,10,MARUTI,ALTO 800,1,1
6.2,17000,6,HYUNDAI,XCENT 1.2,1,0
1.95,29000,9,CHEVROLET,BEAT LT,1,1
6.8,35000,7,MARUTI,CIAZ VDI,0,1
3.6,28000,7,MARUTI,ALTO K10,1,1
6.2,90000,8,HONDA,CITY I,0,1
7.8,90000,9,MAHINDRA,XUV500 W8,0,1
3.5,36000,13,MARUTI,SWIFT VXI,1,1
20.9025,89000,10,LAND,ROVER RANGE,0,0
2.9,50000,6,MARUTI,ALTO 800,1,1
2.4,36583,7,DATSUN,GO T,1,1
8.25,74000,11,MAHINDRA,XUV500 W8,0,1
12,95000,12,TOYOTA,INNOVA 2.5,0,1
4.64,39472,5,MARUTI,CELERIO ZXI,1,0
3.65,21257,8,HONDA,BRIO 1.2,1,1
3,60000,5,HYUNDAI,EON 1.0,1,1
8.2,70000,6,MARUTI,BALENO ALPHA,0,1
12.75,147000,10,AUDI,Q3 2.0,0,0
4.21,120000,12,MARUTI,SWIFT DZIRE,0,1
9.6,19000,5,SKODA,RAPID 1.5,0,0
4.68,17210,6,MARUTI,CELERIO VXI,1,0
0.65,100785,17,MARUTI,ALTO LX,1,1
0.7,70000,24,HONDA,CITY 1.5,1,1
4.75,15000,8,HONDA,BRIO S,1,1
20.9025,22000,8,AUDI,S5 SPORTBACK,1,0
11.75,95000,8,TOYOTA,INNOVA 2.5,0,1
7.25,151037,9,TATA,SAFARI STORME,0,1
3.75,65000,10,TOYOTA,ETIOS G,1,1
1.5,80000,13,TATA,MANZA AURA,0,1
3.7,15000,6,RENAULT,KWID 1.0,1,1
7.9,29000,6,HONDA,CITY I-VTEC,1,1
5.3,110000,12,HYUNDAI,VERNA 1.6,0,1
18.65,85000,7,TOYOTA,CAMRY HYBRID,0,0
6.85,11577,6,HYUNDAI,I20 1.2,1,1
4.3,64321,10,HYUNDAI,I20 ASTA,1,1
14.5,21000,6,TATA,HEXA XTA,0,0
4.15,67000,7,MARUTI,CELERIO VXI,1,0
10.9,25500,6,HYUNDAI,CRETA 1.6,1,0
1.45,8000,13,CHEVROLET,SPARK 1.0,1,1
4.75,14917,5,MARUTI,EECO CNG,0,1
11,50000,6,HYUNDAI,CRETA 1.6,1,0
6.75,106000,7,HYUNDAI,I20 ACTIVE,0,1
11,50000,9,RENAULT,KOLEOS 4X4,0,0
4,5000,3,MARUTI,ALTO 800,1,1
6.5,11707,6,MARUTI,SWIFT VXI,1,1
3.5,58000,5,MARUTI,ALTO 800,0,1
7.45,7000,5,VOLKSWAGEN,POLO SELECT,1,1
4.2,45500,7,HYUNDAI,GRAND I10,1,1
5.15,70000,5,MARUTI,SWIFT DZIRE,0,1
4.99,38982,8,TOYOTA,ETIOS CROSS,1,1
4,30000,6,TATA,TIAGO 1.2,1,1
7.95,42000,6,MAHINDRA,THAR CRDE,0,1
5,30000,5,MAHINDRA,KUV100 NXT,0,1
4,60000,6,MARUTI,CELERIO VXI,1,1
13.5,22800,12,MERCEDES-BENZ,C-CLASS C250,1,0
3.75,80000,10,HYUNDAI,VERNA 1.6,1,1
13,90000,10,TOYOTA,INNOVA 2.5,0,1
2.4,80000,11,FORD,FIGO DIESEL,0,1
2.6,15200,8,MARUTI,ALTO 800,1,1
12.65,29890,5,MAHINDRA,XUV500 W5,0,1
11.5,113000,8,TOYOTA,INNOVA 2.5,0,1
5.51,57589,7,MAHINDRA,KUV 100,0,1
4.5,21346,8,FIAT,LINEA T,1,1
3.5,20000,6,HYUNDAI,EON MAGNA,1,1
5,35000,9,HONDA,CITY I,1,1
4.75,35000,9,HYUNDAI,GRAND I10,1,1
3.9,40000,13,MARUTI,ESTILO LXI,1,1
6.5,70000,7,MARUTI,BALENO ALPHA,0,1
12.75,40000,5,HYUNDAI,CRETA 1.6,0,1
2.95,17000,14,MARUTI,A STAR,1,1
5.1,120000,10,MAHINDRA,BOLERO 2011-2019,0,1
2.55,80000,10,HYUNDAI,I10 SPORTZ,1,1
3.5,151500,10,FORD,CLASSIC 1.4,0,1
15.5,60000,10,AUDI,A4 2.0,0,0
3.2,77000,13,HONDA,CIVIC 1.8,1,1
1,80000,17,MARUTI,ALTO LXI,1,1
2.7,8333,10,MARUTI,ALTO K10,1,1
4.51,46000,9,HYUNDAI,I20 MAGNA,1,1
4.25,35372,8,HYUNDAI,GRAND I10,1,1
17.99,52000,9,AUDI,A6 2.0,0,0
12.5,100000,10,TOYOTA,FORTUNER 4X4,0,1
2.35,60000,13,HYUNDAI,I10 MAGNA,1,1
2.8,55000,7,NISSAN,MICRA ACTIVE,1,1
2.49,49000,12,HYUNDAI,I10 SPORTZ,1,1
5.5,80000,12,HONDA,CITY 1.5,1,1
6.45,4000,5,MARUTI,BALENO ZETA,1,1
13,80000,6,MAHINDRA,XUV500 AT,0,0
3.85,106000,13,HONDA,CITY 1.5,1,0
9.4,12000,5,HYUNDAI,CRETA 1.6,1,1
8.5,54750,7,HONDA,BRV I-VTEC,1,1
10.5,15000,4,RENAULT,CAPTUR 1.5,0,1
12,20000,5,TATA,HEXA XM,0,1
3.49,69988,12,VOLKSWAGEN,VENTO DIESEL,0,1
2.7,10000,9,HYUNDAI,EON 1.0,1,1
7.7,15000,4,MARUTI,BALENO ALPHA,1,0
20.9025,12500,6,BMW,5 SERIES,0,0
10.75,8400,4,MARUTI,ERTIGA ZXI,1,1
8.75,80000,11,MAHINDRA,XUV500 2011-2015,0,1
8.61,16000,4,HYUNDAI,I20 1.4,0,1
7.45,103000,7,MARUTI,CIAZ ZDI,0,1
17.5,47000,6,TOYOTA,INNOVA CRYSTA,0,1
3.5,18000,6,RENAULT,KWID RXT,1,1
15.99,44000,6,JEEP,COMPASS 2.0,0,1
6,120000,8,RENAULT,DUSTER 85PS,0,1
9.5,106000,10,TOYOTA,INNOVA 2.5,0,1
7.45,3700,6,MARUTI,SWIFT DZIRE,1,0
6.45,20040,7,HONDA,JAZZ 1.2,1,0
4.5,118000,16,TOYOTA,INNOVA 2.5,0,1
13.3,30000,6,TATA,HEXA XT,0,1
10.5,25000,5,TOYOTA,YARIS G,1,1
2.6,74475,14,HYUNDAI,VERNA CRDI,0,1
8.85,28246,5,HYUNDAI,VERNA SX,1,1
4.75,53000,9,TOYOTA,ETIOS LIVA,1,1
12.7,68500,6,MAHINDRA,SCORPIO INTELLI,0,1
6.6,85118,8,HONDA,CITY I,1,0
13.95,97500,10,MERCEDES-BENZ,B-CLASS B180,1,0
20.9025,29000,5,SKODA,OCTAVIA 2.0,0,0
3.88,16000,8,MARUTI,ALTO K10,1,0
2.5,120000,11,CHEVROLET,SAIL HATCHBACK,0,1
20.9025,27000,17,PORSCHE,BOXSTER S,1,0
8.7,20000,5,HONDA,CITY V,1,1
2.4,40000,11,MARUTI,WAGON R,1,1
12.4,29000,5,MAHINDRA,XUV500 W5,0,1
4.5,77607,8,TATA,ZEST REVOTRON,1,1
4.75,42000,10,HONDA,AMAZE S,0,1
20.9025,20000,6,BMW,3 SERIES,0,0
3.55,58700,11,MARUTI,WAGON R,1,1
20.9025,55000,6,TOYOTA,FORTUNER 2016-2021,0,0
6.75,50000,8,MAHINDRA,XUV500 W4,0,1
20.9025,70000,5,BMW,3 SERIES,1,0
3.8,46000,7,MARUTI,SWIFT LXI,1,1
2.9,200000,14,SKODA,OCTAVIA 1.9,0,1
3.65,7000,3,MARUTI,ALTO 800,1,1
2.25,124790,15,HYUNDAI,GETZ 1.5,0,1
7.9,69000,5,TATA,NEXON 1.5,0,1
6.85,94532,8,HYUNDAI,I20 ASTA,0,1
14.49,95000,9,TOYOTA,FORTUNER 4X2,0,0
14.9,34000,5,TATA,HEXA XTA,0,0
5.5,111000,7,FORD,ASPIRE 1.5,0,1
20.9025,70400,9,BMW,5 SERIES,0,0
3,25000,5,MARUTI,ALTO 800,1,1
4.5,30000,7,MARUTI,SWIFT VXI,1,1
20.9025,43000,6,FORD,ENDEAVOUR 3.2,0,0
7.95,52000,8,FORD,ECOSPORT 2015-2021,0,1
11.75,99000,7,MAHINDRA,XUV500 AT,0,0
2.3,50000,11,MARUTI,WAGON R,1,1
3.4,85454,11,MARUTI,RITZ VXI,1,1
3.15,32000,11,FORD,FIGO PETROL,1,1
4,70000,9,MARUTI,SWIFT VDI,0,1
2.1,60000,10,MARUTI,ALTO K10,1,1
1.38,120000,11,HYUNDAI,EON ERA,1,1
4.65,35318,6,MARUTI,IGNIS SIGMA,1,1
4.5,110000,13,MAHINDRA,XYLO CELEBRATION,0,1
17.45,47000,6,TOYOTA,INNOVA CRYSTA,0,0
6.35,47529,8,MARUTI,SWIFT ZXI,1,1
3.75,49000,8,MARUTI,EECO 5,0,1
4.95,56000,10,HONDA,CITY S,1,1
7.4,5000,4,TATA,TIGOR XZ,1,1
14.45,61000,6,TOYOTA,INNOVA CRYSTA,0,0
8.75,52000,7,HYUNDAI,VERNA 1.6,0,1
2.7,67370,10,MARUTI,WAGON R,0,1
3.5,65000,9,MARUTI,WAGON R,1,1
3,53000,6,CHEVROLET,BEAT DIESEL,0,1
8.75,27000,6,HONDA,CITY I,1,1
5.1,52000,11,MARUTI,SWIFT DZIRE,0,1
3,75000,9,MARUTI,RITZ VDI,0,1
3.6,60000,7,CHEVROLET,SAIL HATCHBACK,1,1
8.8,60000,7,HYUNDAI,CRETA 1.6,0,1
4.35,49000,9,HYUNDAI,XCENT 1.2,1,1
20.9025,51000,10,MERCEDES-BENZ,GL-CLASS GRAND,0,0
3,35000,11,MARUTI,WAGON R,1,1
7.95,70000,6,MARUTI,CIAZ RS,0,1
5.6,60942,8,VOLKSWAGEN,POLO 2015-2019,0,1
9.45,46432,7,HYUNDAI,CRETA 1.6,1,1
11,6500,4,HYUNDAI,VENUE SX,1,0
11.25,16000,5,HYUNDAI,VERNA VTVT,1,0
5.25,54000,10,MAHINDRA,SCORPIO 2009-2014,0,1
11.15,108000,7,HYUNDAI,CRETA 1.6,0,1
3.15,49000,11,HYUNDAI,I10 SPORTZ,1,0
6.75,26000,5,MARUTI,SWIFT AMT,1,0
3.35,37000,9,HYUNDAI,EON SPORTZ,1,1
6.5,20000,6,TATA,NEXON 1.2,1,1
6.19,58000,11,HYUNDAI,VERNA 1.6,0,1
20.9025,49000,5,FORD,ENDEAVOUR 3.2,0,0
6.5,60000,6,MARUTI,BALENO RS,1,1
3.05,132000,15,MARUTI,SWIFT VDI,0,1
3.85,120000,8,MARUTI,SWIFT DZIRE,1,1
1.25,193000,13,TATA,INDICA VISTA,0,1
20.9025,25000,7,MERCEDES-BENZ,C-CLASS C,0,0
6,110000,13,SKODA,LAURA 1.9,0,0
12.4,72000,9,HYUNDAI,SANTA FE,0,1
7.75,74000,11,MAHINDRA,XUV500 W8,0,1
3.25,66000,12,TOYOTA,ETIOS V,1,1
6.5,70000,6,MARUTI,SWIFT DZIRE,0,1
4.85,77000,5,MARUTI,WAGON R,0,1
4.6,57028,9,MARUTI,SWIFT DZIRE,1,1
6.75,100000,17,MERCEDES-BENZ,C-CLASS 220,0,1
3.75,55000,13,VOLKSWAGEN,VENTO PETROL,1,1
2.1,86240,14,MARUTI,ALTO LXI,1,1
7.5,110000,6,HONDA,BRV I-DTEC,0,1
1.9,80000,17,MARUTI,ZEN VXI,1,1
5.85,10000,6,HYUNDAI,GRAND I10,1,0
2.9,5000,3,MARUTI,ALTO 800,1,1
7.4,40000,7,VOLKSWAGEN,POLO 2015-2019,1,0
6.71,54068,8,HYUNDAI,VERNA 1.6,1,1
5.1,175000,9,NISSAN,TERRANO XV,0,1
2.75,51000,13,VOLKSWAGEN,POLO PETROL,1,1
20.9025,32057,6,MERCEDES-BENZ,C-CLASS 220,0,0
18.8,28025,6,JEEP,COMPASS 2.0,0,1
5.5,5000,4,MARUTI,SWIFT VXI,1,1
2.5,52000,13,MARUTI,SWIFT DZIRE,1,1
7.31,14000,5,MARUTI,BALENO ALPHA,1,1
0.6,40000,17,TATA,INDICA DLE,0,1
1.35,37000,17,MARUTI,WAGON R,1,1
4.3,54540,10,MARUTI,SWIFT VDI,0,1
4.9,90000,8,HYUNDAI,I20 ASTA,1,1
3.3,25000,8,CHEVROLET,SAIL 1.2,1,1
6,80000,7,FORD,ASPIRE TITANIUM,0,1
9.5,50000,6,HYUNDAI,VERNA 1.6,1,1
20.9025,8800,3,KIA,CARNIVAL PRESTIGE,0,0
4.85,65000,9,HYUNDAI,GRAND I10,1,0
2.4,68584,13,FORD,FIESTA 1.4,0,1
4,70000,7,MARUTI,RITZ LDI,0,1
4.3,39500,7,MARUTI,CELERIO VDI,0,1
8.25,22000,6,HONDA,CITY I-VTEC,1,1
