selling_price,km_driven,age,make,model,Petrol,Manual
2.99,106000,16,MARUTI,SWIFT VDI,0,1
6,45354,9,HYUNDAI,VERNA 1.6,0,1
8.7,20000,6,MAHINDRA,THAR CRDE,0,1
8.95,78000,8,HONDA,CITY I,1,0
2.9,92000,15,MARUTI,SWIFT VDI,0,1
3.9,60000,10,HONDA,BRIO S,1,1
3.5,30000,5,RENAULT,KWID RXT,1,1
5,32000,7,VOLKSWAGEN,AMEO 1.2,1,1
4.2,70038,7,HYUNDAI,I10 MAGNA,1,1
16.25,125000,7,TOYOTA,INNOVA CRYSTA,0,1
6.9,57000,6,HYUNDAI,I20 ASTA,1,1
8.5,200000,8,TOYOTA,INNOVA 2.5,0,1
6.25,49728,8,VOLKSWAGEN,VENTO 1.5,0,1
3.5,30000,5,MARUTI,ALTO K10,1,1
3.85,25000,8,HYUNDAI,I10 SPORTZ,1,1
5.45,133000,12,TOYOTA,INNOVA 2.5,0,1
3.5,50000,9,MARUTI,WAGON R,0,1
5.95,35000,7,FORD,FIGO 1.2P,1,1
0.75,254000,17,HYUNDAI,ACCENT VIVA,1,1
7.5,32000,5,HONDA,JAZZ 1.2,1,0
6.4,75129,8,HONDA,CITY I,1,1
7.85,66000,7,HONDA,CITY I,0,1
6.25,27965,7,HYUNDAI,I20 2015-2017,1,1
3.5,70000,9,MARUTI,SWIFT VDI,0,1
5.5,53400,6,FORD,FIGO DIESEL,0,1
4.95,49162,8,MARUTI,SWIFT DZIRE,1,1
3.1,130000,11,SKODA,FABIA 1.2L,0,1
3.7,200000,10,MARUTI,SWIFT DZIRE,0,1
6.3,8664,4,MARUTI,IGNIS 1.2,1,0
4.1,30000,5,DATSUN,GO PLUS,1,1
6.5,110000,7,MARUTI,SWIFT ZDI,0,1
4,60000,9,TATA,ZEST QUADRAJET,0,1
8,38614,7,MAHINDRA,TUV 300,0,1
5.5,43000,7,VOLKSWAGEN,POLO PETROL,1,1
6.85,5800,4,MARUTI,BALENO DELTA,1,1
6.25,90000,8,HYUNDAI,I20 1.4,0,1
6.5,145953,8,RENAULT,DUSTER 85PS,0,1
4.5,1200,3,RENAULT,KWID 1.0,1,0
10.2,120000,8,MAHINDRA,SCORPIO 1.99,0,1
4.6,97000,6,HONDA,AMAZE E,0,1
3,300000,9,CHEVROLET,SAIL 1.3,0,1
4.25,100000,11,MARUTI,SWIFT ZDI,0,1
9.85,79304,8,MAHINDRA,XUV500 W8,0,1
6.45,53000,8,MARUTI,SWIFT DZIRE,0,1
13.75,62000,6,MAHINDRA,XUV500 W10,0,1
17.75,75000,8,VOLVO,V40 D3,0,0
2.3,69254,11,MARUTI,ALTO K10,1,1
20.9025,120000,10,MERCEDES-BENZ,GL-CLASS 350,0,0
6,58001,5,HONDA,JAZZ S,1,1
3.5,100000,7,TATA,INDIGO LX,0,1
4.1,40000,6,HYUNDAI,GRAND I10,1,1
2.6,40000,6,DATSUN,REDIGO 1.0,1,1
6.5,60000,8,NISSAN,EVALIA XV,0,1
3.95,105000,12,VOLKSWAGEN,VENTO DIESEL,0,1
7.5,22000,5,HONDA,WR-V EDGE,1,1
6.5,100000,7,MARUTI,SX4 S,0,1
4.9,70000,10,MARUTI,SWIFT VDI,0,1
3,120000,11,VOLKSWAGEN,VENTO DIESEL,0,1
2.45,49765,12,CHEVROLET,BEAT DIESEL,0,1
8.5,42000,10,TOYOTA,INNOVA 2.5,0,1
8.85,5000,4,MAHINDRA,TUV 300,0,1
5.75,23296,4,TATA,TIAGO 1.05,0,1
10,10000,6,HYUNDAI,VERNA 1.6,0,1
5.5,102000,9,VOLKSWAGEN,VENTO 1.5,0,1
2.5,50000,13,MARUTI,ALTO LXI,1,1
19,15000,10,BMW,3 SERIES,0,0
5.5,8000,12,HYUNDAI,VERNA 1.6,1,1
2.4,39290,13,MARUTI,ALTO K10,1,1
2.6,71239,10,MARUTI,ALTO 800,1,1
9.5,24000,5,SKODA,RAPID 1.5,0,1
7.35,55000,8,MARUTI,ERTIGA VDI,0,1
6.5,32000,5,HYUNDAI,I20 1.2,1,1
3.5,150000,13,TATA,SAFARI 2005-2017,0,1
13.5,64705,11,AUDI,A4 2.0,0,0
7.95,51930,7,SKODA,RAPID 1.5,0,0
1.8,42000,14,HYUNDAI,I10 ERA,1,1
4.65,16500,7,HYUNDAI,I10 SPORTZ,1,1
3,5000,3,MARUTI,ALTO 800,1,1
5.5,100000,9,HYUNDAI,I20 ASTA,0,1
12,70000,13,AUDI,A4 2.0,1,0
3.5,40000,5,MARUTI,CELERIO VXI,1,0
3,80000,6,MARUTI,ALTO K10,1,1
20.9025,5200,6,BMW,5 SERIES,0,0
3.3,53000,9,HYUNDAI,EON MAGNA,1,1
6.5,60000,6,HYUNDAI,GRAND I10,0,1
4.5,40000,8,FORD,FIGO DIESEL,0,1
2.7,99600,12,FORD,FIESTA CLASSIC,0,1
13,89258,8,HYUNDAI,SANTA FE,0,0
6.25,19000,5,MARUTI,IGNIS 1.2,1,0
4.5,50000,7,FORD,FIGO 1.5D,0,1
4.22,36977,8,HYUNDAI,I10 MAGNA,1,1
9,52000,7,MARUTI,VITARA BREZZA,0,1
4.5,80000,9,HONDA,CITY I,0,1
11.7,45000,7,HYUNDAI,CRETA 1.6,0,0
4.3,111056,9,VOLKSWAGEN,POLO 1.5,0,1
2.5,54886,13,HYUNDAI,I10 SPORTZ,1,1
9,17000,5,HONDA,WR-V I-VTEC,1,1
5.1,49000,6,HYUNDAI,GRAND I10,1,1
5.99,59434,7,MARUTI,BALENO DELTA,1,1
6.59,56145,6,MARUTI,SWIFT ZDI,0,1
4.5,76950,11,HYUNDAI,I20 1.4,0,1
3.2,110000,11,MARUTI,SWIFT LDI,0,1
3.15,35000,12,MARUTI,WAGON R,1,1
6.5,80000,7,MARUTI,CIAZ VDI,0,1
20.9025,24500,6,MERCEDES-BENZ,C-CLASS C,0,0
5.5,79345,10,HYUNDAI,VERNA 1.6,0,1
5.52,77482,8,MARUTI,SWIFT DZIRE,0,1
0.7,50000,18,MARUTI,ALTO LX,1,1
6.9,12400,5,MARUTI,SWIFT DZIRE,1,1
4.2,10000,5,MARUTI,ALTO K10,1,0
3.2,40000,7,FIAT,PUNTO EVO,0,1
7,18000,4,VOLKSWAGEN,POLO 2015-2019,1,1
20.9025,40000,7,BMW,X1 XDRIVE,0,0
3.8,65253,11,HYUNDAI,I10 MAGNA,1,1
6.5,85000,7,MARUTI,CIAZ ZDI,0,1
5.5,65000,9,HONDA,CITY I,0,1
5.75,65321,9,VOLKSWAGEN,POLO GT,1,0
6.65,127731,9,MARUTI,ERTIGA ZDI,0,1
5.25,22000,5,VOLKSWAGEN,AMEO 1.2,1,1
12.5,58363,5,HYUNDAI,CRETA 1.4,0,1
5.75,76400,8,MARUTI,SWIFT VDI,0,1
5.15,61000,8,HONDA,AMAZE S,0,1
2.8,40000,7,MARUTI,ALTO 800,1,1
4.8,70000,8,HONDA,AMAZE S,0,1
2.4,105000,14,MARUTI,SWIFT VDI,0,1
6,110000,9,NISSAN,TERRANO XL,0,1
8.5,26000,6,MARUTI,VITARA BREZZA,0,1
6,80000,7,MARUTI,SWIFT DZIRE,0,1
3.87,11235,5,HYUNDAI,EON MAGNA,1,1
15,59000,7,MAHINDRA,XUV500 AT,0,0
6.5,25000,5,HONDA,AMAZE S,1,1
3.34,62454,7,MARUTI,SWIFT DZIRE,1,1
8.1,50000,6,MAHINDRA,SCORPIO 1.99,0,1
8.99,71000,6,HYUNDAI,CRETA 1.6,1,1
7.5,86516,5,HYUNDAI,I20 SPORTZ,1,1
6,94181,11,MAHINDRA,SCORPIO VLX,0,1
11.5,12000,4,HYUNDAI,VERNA VTVT,1,1
5.3,59518,6,MARUTI,IGNIS 1.3,0,1
2.25,100000,15,MARUTI,SWIFT DZIRE,0,1
4.45,74000,12,HYUNDAI,VERNA 1.6,0,1
3.84,80000,11,MARUTI,SWIFT DZIRE,0,1
4.75,38000,5,HYUNDAI,GRAND I10,0,1
14.5,55000,6,MAHINDRA,SCORPIO S11,0,1
2.45,67000,11,MARUTI,ALTO VXI,1,1
6.75,67000,8,SKODA,RAPID 1.5,0,1
4.5,200000,12,TOYOTA,INNOVA 2.5,0,1
5,150000,7,MAHINDRA,BOLERO POWER,0,1
2.5,69000,14,MARUTI,WAGON R,1,1
4.9,81000,14,HONDA,CIVIC 1.8,1,0
20.9025,56700,6,TOYOTA,FORTUNER 2016-2021,0,0
4.4,76000,11,MARUTI,SWIFT VDI,0,1
1.1,83000,16,MARUTI,ALTO LX,1,1
2.8,40000,6,HYUNDAI,EON 1.0,1,1
6.25,33200,6,HYUNDAI,I20 SPORTZ,1,1
5.8,73000,10,MARUTI,SWIFT DZIRE,0,1
1.35,30000,15,HYUNDAI,SANTRO XING,1,1
2.6,100000,10,RENAULT,PULSE RXL,0,1
3.2,60000,12,TOYOTA,ETIOS LIVA,1,1
11,29100,5,FORD,ECOSPORT 2015-2021,0,1
1.2,40000,17,HYUNDAI,SANTRO XING,1,1
4.95,56913,9,HYUNDAI,XCENT 1.2,1,1
3,120000,14,MAHINDRA,BOLERO SLX,0,1
7.75,56000,6,MAHINDRA,TUV 300,0,1
11.99,27000,7,HYUNDAI,CRETA 1.6,0,1
5.4,54278,10,MAHINDRA,XUV500 W8,0,1
6.5,80000,7,HONDA,CITY I,1,1
3.33,120000,8,MARUTI,WAGON R,0,1
6.5,60000,8,MARUTI,CIAZ ZDI,0,1
20.9025,65000,10,MERCEDES-BENZ,E-CLASS E250,0,0
6.5,94603,15,BMW,3 SERIES,1,0
2.85,57000,8,MARUTI,ALTO 800,1,1
5.8,72000,8,HYUNDAI,I20 ASTA,0,1
3.95,40000,10,MARUTI,WAGON R,1,1
3,120000,11,VOLKSWAGEN,POLO DIESEL,0,1
2.8,80000,14,HYUNDAI,I20 1.4,1,0
5.5,20000,4,HYUNDAI,GRAND I10,1,0
5.25,94000,10,FORD,ECOSPORT 1.5,0,1
9.57,5000,5,MARUTI,ERTIGA VDI,0,1
15,150000,12,MERCEDES-BENZ,M-CLASS ML,0,0
6,110000,11,MARUTI,ERTIGA ZDI,0,1
2.11,82000,13,FORD,FIGO DIESEL,0,1
4.7,64000,8,FORD,ECOSPORT 1.5,1,1
2.95,38000,6,HYUNDAI,EON MAGNA,1,1
9.45,63630,5,MARUTI,S-CROSS 2017-2020,0,1
6.8,5000,5,FORD,ASPIRE 1.2,1,1
3,160000,10,TATA,INDIGO EVX,0,1
0.85,70000,15,MARUTI,800 AC,1,1
6.85,38966,6,FORD,ECOSPORT 2015-2021,1,1
6.5,50000,5,FORD,FIGO 1.5D,0,1
7.86,35000,5,MAHINDRA,KUV100 NXT,0,1
4.5,50000,6,TATA,TIAGO 1.05,0,1
9,30000,5,HYUNDAI,VERNA VTVT,1,1
4.5,90000,9,MARUTI,SWIFT DZIRE,0,1
3.5,70000,9,MARUTI,RITZ VDI,0,1
7.65,32000,6,MARUTI,BALENO ALPHA,0,1
16.75,92571,7,TOYOTA,INNOVA CRYSTA,0,1
11.5,122000,7,TOYOTA,INNOVA 2.5,0,1
20.9025,36000,6,BMW,3 SERIES,0,0
3,100000,14,HONDA,CITY 1.5,1,1
5.1,120000,6,MAHINDRA,XYLO D4,0,1
5.65,14500,4,HYUNDAI,GRAND I10,1,1
5.65,103000,5,MAHINDRA,XYLO D4,0,1
5.2,41000,5,TATA,TIAGO 1.2,1,1
4.3,74235,6,HYUNDAI,XCENT 1.1,0,1
3.3,425000,10,CHEVROLET,TAVERA NEO,0,1
7.85,38000,5,HONDA,BRV I-VTEC,1,1
1.1,63000,14,MARUTI,ALTO STD,1,1
4.45,63821,7,HYUNDAI,GRAND I10,0,1
2.3,90000,16,MAHINDRA,BOLERO SLE,0,1
8.5,25000,5,MAHINDRA,THAR CRDE,0,1
6.5,76574,7,VOLKSWAGEN,POLO DIESEL,0,1
10.45,5557,5,HYUNDAI,VERNA VTVT,1,1
3.5,100000,7,FORD,ASPIRE 1.5,0,1
7.95,27000,7,MAHINDRA,TUV 300,0,1
2.5,63000,16,FORD,FIESTA 1.4,0,1
6.6,38000,5,NISSAN,TERRANO XL,0,1
8.91,36000,5,MARUTI,S-CROSS 2017-2020,0,1
2,110000,12,TATA,MANZA AQUA,0,1
4.4,69200,9,NISSAN,TERRANO XL,0,1
5.5,58000,6,MAHINDRA,TUV 300,0,1
1.45,78000,11,TATA,INDICA VISTA,0,1
5,50000,7,HONDA,AMAZE S,1,1
4.5,40000,5,MARUTI,CELERIO X,1,0
5.67,19300,6,FORD,FIGO 1.2P,1,1
3.45,70000,7,HYUNDAI,EON 1.0,1,1
14.65,105000,10,BMW,3 SERIES,0,0
3.5,150000,10,HYUNDAI,I10 MAGNA,1,1
2.84,74675,8,RENAULT,KWID RXT,1,1
10,20000,7,MARUTI,VITARA BREZZA,0,1
5.35,72103,9,VOLKSWAGEN,POLO 1.5,0,1
2.99,92000,7,TATA,INDICA ELS,0,1
2.9,61171,14,HYUNDAI,I10 MAGNA,1,1
3.75,58241,12,TOYOTA,ETIOS V,1,1
10.5,36503,7,HYUNDAI,CRETA 1.6,1,1
3.49,58500,8,MARUTI,EECO 7,1,1
6.9,38120,6,HYUNDAI,I20 2015-2017,1,1
20.9025,25000,10,MERCEDES-BENZ,E-CLASS E,0,0
7.25,11410,5,MARUTI,BALENO ALPHA,1,1
20.9025,30000,7,MERCEDES-BENZ,GL-CLASS 300,1,0
5,45000,10,MARUTI,SWIFT VDI,0,1
6,200000,9,NISSAN,TERRANO XL,0,1
4.51,48000,5,MARUTI,CELERIO VXI,1,0
8.5,98921,7,HYUNDAI,CRETA 1.4,0,1
5.1,40000,10,SKODA,RAPID 1.6,0,1
10.5,65000,8,MAHINDRA,XUV500 XCLUSIVE,0,1
20.9025,72710,7,MERCEDES-BENZ,GLA CLASS,0,0
3.75,61000,10,MARUTI,WAGON R,1,1
3.75,61173,7,MARUTI,CELERIO VDI,0,1
4.1,98600,6,HYUNDAI,XCENT 1.2,1,1
6,70000,5,MARUTI,SWIFT DZIRE,0,1
9,6000,4,MARUTI,VITARA BREZZA,0,1
2.5,90000,11,HYUNDAI,I10 SPORTZ,1,1
6.1,312000,9,CHEVROLET,TAVERA NEO,0,1
4.5,73000,12,HONDA,CITY 1.5,1,1
5.6,53000,9,VOLKSWAGEN,POLO 1.5,0,1
4.35,35465,9,MARUTI,SWIFT LDI,0,1
5.3,120000,8,MARUTI,CIAZ ZDI,0,1
3,61685,11,HYUNDAI,I10 ERA,1,1
9.6,80321,6,MARUTI,VITARA BREZZA,0,1
7.35,12290,6,HYUNDAI,I20 SPORTZ,1,1
9.5,70000,4,MAHINDRA,SCORPIO GETAWAY,0,1
20.9025,44000,5,BMW,3 SERIES,0,0
4,210000,8,MAHINDRA,VERITO 1.5,0,1
3.85,33949,7,MARUTI,WAGON R,1,1
3.75,40000,8,HYUNDAI,GRAND I10,1,1
9.5,120000,4,MARUTI,VITARA BREZZA,0,1
7.25,48518,6,MARUTI,SWIFT DZIRE,0,1
0.35,67033,20,TATA,INDICA DLE,0,1
4,49860,9,HYUNDAI,I20 SPORTZ,1,1
5.25,106452,8,MARUTI,SWIFT ZDI,0,1
7.95,74000,5,FORD,ECOSPORT 2015-2021,0,1
20.9025,64000,7,LAND,ROVER DISCOVERY,0,0
8.6,32000,5,HYUNDAI,I20 ACTIVE,0,1
0.95,81000,16,TATA,INDICA DLS,0,1
4.95,59400,9,VOLKSWAGEN,POLO 1.5,0,1
4.45,70000,9,TATA,ZEST AMT,0,0
2.1,70000,13,CHEVROLET,BEAT LS,1,1
3.1,95000,15,MARUTI,SWIFT DZIRE,0,1
4.5,50000,7,MARUTI,CELERIO ZXI,1,1
6.5,68729,5,HYUNDAI,I20 1.2,1,1
5.5,121104,7,MARUTI,SX4 S,0,1
2.3,60000,6,HYUNDAI,EON 1.0,1,1
3.8,100000,12,TOYOTA,INNOVA VX,0,1
3.75,51597,8,HYUNDAI,GRAND I10,0,1
2,100000,13,TATA,MANZA AURA,0,1
6,110000,8,FORD,ECOSPORT TDCI,0,1
3.39,120000,15,HONDA,CR-V 2.0,1,1
9.25,60000,7,MARUTI,VITARA BREZZA,0,1
7.9,25000,5,MARUTI,SWIFT ZDI,0,1
20.9025,55000,8,BMW,3 SERIES,0,0
2.5,60000,6,MARUTI,ALTO 800,1,1
6,8048,6,HONDA,JAZZ 1.2,1,1
3.75,42000,6,HYUNDAI,EON MAGNA,1,1
2.75,61000,11,MARUTI,WAGON R,1,1
7,55000,6,HONDA,AMAZE S,0,1
4,25000,7,MAHINDRA,KUV 100,1,1
9.5,20000,6,MAHINDRA,TUV 300,0,1
7.7,28366,4,HONDA,AMAZE VX,1,1
6.5,84667,6,MAHINDRA,BOLERO POWER,0,1
5,27735,7,HYUNDAI,GRAND I10,1,1
3.15,39500,11,HONDA,BRIO S,1,1
7.25,85500,14,TOYOTA,INNOVA 2.5,0,1
4.5,70000,9,NISSAN,TERRANO XL,0,1
4.25,37000,8,HYUNDAI,GRAND I10,1,1
4.2,144362,9,TATA,ZEST QUADRAJET,0,1
3.6,75354,8,MAHINDRA,VERITO 1.5,0,1
4.1,9000,6,RENAULT,KWID RXT,1,1
1.48,110000,17,MARUTI,ALTO LXI,1,1
4.95,65000,9,NISSAN,MICRA ACTIVE,1,1
8,15000,4,MARUTI,SWIFT DZIRE,0,0
2.5,110000,14,HYUNDAI,VERNA 1.6,1,1
2.2,100000,11,RENAULT,PULSE RXL,0,1
10,15000,6,RENAULT,CAPTUR 1.5,0,1
0.56,40000,11,TATA,NANO LX,1,1
8.75,33213,7,MARUTI,ERTIGA SHVS,0,1
3.75,10000,4,RENAULT,KWID RXL,1,1
1.75,65000,17,MARUTI,WAGON R,1,1
2.75,9800,11,HYUNDAI,I10 MAGNA,1,1
6,120000,6,VOLKSWAGEN,POLO 1.5,0,1
2.3,60000,9,MARUTI,ALTO K10,1,1
6,6500,9,MARUTI,SWIFT ZDI,0,1
1.3,40000,13,CHEVROLET,BEAT LT,1,1
5.2,66000,8,MARUTI,SWIFT VDI,0,1
2.14,40000,13,MARUTI,WAGON R,1,1
4.5,33000,7,HYUNDAI,GRAND I10,1,1
5.6,14510,5,VOLKSWAGEN,POLO 2015-2019,1,1
6,50000,9,HYUNDAI,VERNA 1.6,0,1
6.3,10000,7,MARUTI,ERTIGA BSIV,1,1
4.6,15000,4,MARUTI,CELERIO ZXI,1,1
7.5,25000,10,MAHINDRA,XYLO H4,0,1
6.9,15000,4,MARUTI,SWIFT DZIRE,1,0
1.5,120000,15,HYUNDAI,GETZ 1.1,1,1
5.6,53190,9,RENAULT,DUSTER 110PS,0,1
14.5,133342,11,TOYOTA,FORTUNER 4X2,0,0
4.25,15000,6,MARUTI,WAGON R,1,0
3.6,45135,9,HYUNDAI,GRAND I10,0,1
7.5,30000,5,MARUTI,SWIFT DZIRE,0,1
3.8,96000,12,MARUTI,SX4 VDI,0,1
7.25,72000,9,HYUNDAI,VERNA SX,0,0
4.8,68000,4,TATA,ZEST QUADRAJET,0,1
10.9,58500,6,MAHINDRA,XUV500 W6,0,1
0.7,133000,13,TATA,INDICA VISTA,0,1
6,60000,6,HONDA,AMAZE VX,0,1
9,25000,6,HONDA,CITY I,0,1
7.5,68000,12,HYUNDAI,SANTA FE,0,1
20.9025,50000,7,SKODA,SUPERB LK,0,0
3.3,70000,12,TOYOTA,ETIOS V,1,1
8,9999,7,HONDA,JAZZ 1.5,0,1
6.5,130200,6,SKODA,RAPID 1.5,0,0
5.4,18000,7,HONDA,JAZZ 1.2,1,1
5.82,32115,9,MARUTI,SWIFT DZIRE,0,1
5.5,28582,7,MARUTI,BALENO DELTA,1,1
3.25,65000,10,FORD,FIGO DIESEL,0,1
4.95,56000,9,HYUNDAI,GRAND I10,1,1
7.45,50000,7,MARUTI,CIAZ VDI,0,1
3.5,120000,11,VOLKSWAGEN,VENTO DIESEL,0,1
2.75,89800,9,HYUNDAI,I10 SPORTZ,1,1
5.45,70000,8,HYUNDAI,I20 ASTA,0,1
8,24300,5,MARUTI,CIAZ 1.3,0,1
15,40000,5,HYUNDAI,CRETA 1.6,0,1
6.65,88000,8,MARUTI,SWIFT DZIRE,0,1
3.05,52500,8,NISSAN,MICRA ACTIVE,1,1
2.2,82149,14,MARUTI,WAGON R,1,1
9.9,5000,5,HYUNDAI,CRETA 1.4,0,1
2.9,86379,15,MARUTI,SWIFT DZIRE,0,1
17.8,80000,6,TOYOTA,INNOVA CRYSTA,0,1
8.85,25000,5,MARUTI,VITARA BREZZA,0,1
2.9,45000,13,MARUTI,WAGON R,1,1
4.2,78000,9,HONDA,AMAZE EX,1,1
3.2,52000,7,DATSUN,GO PLUS,1,1
9.5,30000,7,HONDA,CITY I,1,1
5.95,75000,9,MARUTI,SWIFT DZIRE,0,1
2.2,66000,11,MARUTI,ALTO 800,1,1
5.31,68314,8,VOLKSWAGEN,POLO 1.5,0,1
0.6,40000,22,MARUTI,800 DX,1,1
6.23,40000,6,MARUTI,SWIFT DZIRE,1,0
4.35,6000,5,DATSUN,REDI-GO AMT,1,0
5.25,40000,9,MARUTI,DZIRE VXI,1,1
3.5,154000,15,MAHINDRA,SCORPIO SLX,0,1
4.65,39612,6,MARUTI,WAGON R,1,0
3.3,28386,6,HYUNDAI,EON MAGNA,1,1
2.5,20000,9,MARUTI,WAGON R,1,1
4.6,88700,11,NISSAN,SUNNY DIESEL,0,1
3.7,110000,9,HONDA,AMAZE S,0,1
2.75,90000,13,HYUNDAI,I10 MAGNA,1,1
3.6,41586,8,MARUTI,WAGON R,1,1
4.5,70000,7,MARUTI,BALENO ALPHA,1,1
5.5,120000,11,MARUTI,ERTIGA VDI,0,1
2,190000,11,FORD,FIGO DIESEL,0,1
2.75,25000,7,RENAULT,KWID RXT,1,1
2.45,75000,11,MARUTI,ALTO LXI,1,1
4,100000,10,HONDA,AMAZE S,0,1
1.55,80000,18,OPELCORSA,1.4GSI,1,1
6.5,15000,5,MARUTI,SWIFT DZIRE,1,1
7,94000,12,TOYOTA,INNOVA 2.5,0,1
5.3,65000,8,HYUNDAI,I20 1.2,1,1
2.35,170000,13,FORD,FIGO DIESEL,0,1
5.9,23500,7,HYUNDAI,I20 SPORTZ,1,1
2.6,73181,15,HYUNDAI,I10 MAGNA,1,1
4.5,29000,7,MARUTI,WAGON R,1,0
5.51,58480,8,MAHINDRA,BOLERO 2011-2019,0,1
3.5,30000,6,TATA,TIAGO 1.2,1,1
4,70000,8,HYUNDAI,GRAND I10,1,1
2.9,70000,13,HYUNDAI,I10 SPORTZ,1,1
3.45,60000,13,HYUNDAI,I20 1.2,1,1
20.9025,54945,7,AUDI,A6 35,0,0
2.65,35000,13,HYUNDAI,SANTRO XING,0,1
7.95,160000,6,MARUTI,VITARA BREZZA,0,1
4.5,120000,11,MARUTI,RITZ ZDI,0,1
16.95,86000,7,TOYOTA,INNOVA CRYSTA,0,1
8.09,27200,7,MARUTI,VITARA BREZZA,0,1
8,24000,4,TATA,NEXON 1.5,0,1
3.75,24000,6,HYUNDAI,EON D,1,1
17.6,53700,6,AUDI,A4 35,0,0
6.5,120000,6,MAHINDRA,TUV 300,0,1
4.95,144000,11,RENAULT,FLUENCE DIESEL,0,1
6.05,55087,6,MARUTI,BALENO DELTA,1,1
4.3,80000,9,HYUNDAI,XCENT 1.1,0,1
7,160000,11,TOYOTA,INNOVA 2.5,0,1
3.3,121725,14,HYUNDAI,VERNA CRDI,0,1
10,47000,6,HONDA,CITY I-DTEC,0,1
3.65,70000,12,MAHINDRA,BOLERO DI,0,1
8.5,90000,8,HYUNDAI,CRETA 1.6,0,1
4.6,120000,10,MARUTI,ERTIGA ZDI,0,1
4.6,90000,8,MARUTI,SWIFT VDI,0,1
2.4,81622,11,MARUTI,ALTO K10,1,1
20.9025,30000,7,JAGUAR,XJ 3.0L,0,0
1.15,173000,15,MARUTI,WAGON R,1,1
6,15000,5,TATA,TIGOR 1.2,1,1
5,70000,11,HONDA,CIVIC 1.8,1,1
9.5,40000,5,FORD,ECOSPORT 2015-2021,0,1
7.3,81000,7,HONDA,CITY I,1,1
3,120000,15,MARUTI,SWIFT VDI,0,1
6,50000,7,MARUTI,SWIFT DZIRE,0,1
20.9025,90300,7,VOLVO,XC 90,0,1
3.1,80000,9,TATA,INDIGO EVX,0,1
1.8,110000,8,TATA,INDICA LSI,1,1
9.96,35000,5,HYUNDAI,CRETA 1.4,0,1
8.45,67000,6,VOLKSWAGEN,AMEO 1.5,0,0
7.25,80594,9,MAHINDRA,XUV500 W6,0,1
2.25,115000,19,TOYOTA,COROLLA H2,1,1
0.8,50000,19,MARUTI,WAGON R,1,1
9.1,14000,4,MARUTI,BALENO ALPHA,1,0
7.75,22000,4,MARUTI,SWIFT DZIRE,1,1
6.75,53400,7,HYUNDAI,VERNA 1.6,1,1
20.9025,36000,5,MERCEDES-BENZ,GLE CLASS,0,0
4.55,53000,7,MARUTI,CELERIO ZXI,1,0
7.21,30126,4,VOLKSWAGEN,POLO 1.5,0,1
2.85,43696,8,HYUNDAI,EON ERA,1,1
8.5,120000,8,HYUNDAI,CRETA 1.6,0,0
5.55,120000,8,MARUTI,SWIFT VXI,1,1
3.75,30602,5,HYUNDAI,EON SPORTZ,1,1
9,35000,6,HONDA,CITY I,0,1
2.4,24729,7,TATA,NANO XTA,1,0
6.5,100000,15,AUDI,A4 2008-2014,0,0
3.5,110000,13,TATA,SAFARI 2005-2017,0,1
3,80000,9,MARUTI,WAGON R,1,1
6,120000,8,HYUNDAI,I20 ASTA,0,1
7.5,5000,4,HONDA,AMAZE VX,1,1
4.85,1973,5,RENAULT,KWID AMT,1,0
4,120000,8,TATA,ZEST QUADRAJET,0,1
1.55,63000,15,MARUTI,ZEN ESTILO,1,1
6.5,80000,11,MAHINDRA,XUV500 W6,0,1
3.2,70000,10,FORD,FIGO DIESEL,0,1
5.3,82000,8,SKODA,RAPID 1.5,0,1
2,65000,15,FORD,FIESTA 1.6,1,1
4.5,88168,11,HYUNDAI,VERNA 1.6,0,1
4.21,57000,6,TATA,TIAGO 1.2,1,1
4.8,60000,9,HYUNDAI,GRAND I10,0,1
6.9,76000,9,MAHINDRA,XUV500 W8,0,1
2.2,49000,6,DATSUN,REDIGO T,1,1
4.5,88000,10,RENAULT,DUSTER 85PS,0,1
4.2,120000,10,TATA,SAFARI STORME,0,1
0.8,80000,19,MARUTI,ALTO AX,1,0
20.9025,66000,7,AUDI,Q5 30,0,0
4.45,52000,7,HYUNDAI,GRAND I10,1,1
8.51,75273,9,MAHINDRA,XUV500 W8,0,1
5.99,56954,9,HONDA,CITY I,0,1
6.6,120000,8,HONDA,CITY I,1,0
4.8,20000,3,MARUTI,EECO 5,1,1
2.8,35000,7,MARUTI,ALTO 800,1,1
6.25,5400,4,MARUTI,WAGON R,1,0
7.4,20000,6,HYUNDAI,I20 1.2,1,1
6.8,47000,7,FIAT,ABARTH PUNTO,1,1
6.25,43000,6,MARUTI,BALENO ZETA,1,1
2.45,78000,13,MARUTI,ALTO K10,1,1
2.8,86000,15,MARUTI,SWIFT VDI,0,1
4,230000,7,TOYOTA,ETIOS LIVA,0,1
4,40000,6,MARUTI,CELERIO VXI,1,0
3.95,69900,11,HYUNDAI,I10 SPORTZ,1,0
3.15,50000,6,MARUTI,ALTO K10,0,1
2.3,20000,15,HYUNDAI,I10 ERA,1,1
2.5,37000,9,CHEVROLET,BEAT LT,1,1
3.7,72565,12,VOLKSWAGEN,VENTO 1.5,0,1
6,84000,9,MAHINDRA,THAR CRDE,0,1
3.8,60000,6,TATA,INDICA ELX,0,1
2.35,50000,7,DATSUN,REDIGO S,1,1
4,110000,10,VOLKSWAGEN,VENTO DIESEL,0,1
